t,solar,wind,year
63712,0,0.008,2007
63713,0,0,2007
63714,0,0,2007
63715,0,0.001,2007
63716,0,0.004,2007
63717,0,0.008,2007
63718,0,0.012,2007
63719,0,0.016,2007
63720,0,0.024,2007
63721,0,0.031,2007
63722,0.047,0.026,2007
63723,0.144,0.014,2007
63724,0.24,0.011,2007
63725,0.288,0.004,2007
63726,0.331,0.001,2007
63727,0.353,0,2007
63728,0.356,0,2007
63729,0.312,0.001,2007
63730,0.236,0.003,2007
63731,0.163,0.01,2007
63732,0.101,0.022,2007
63733,0.022,0.032,2007
63734,0,0.032,2007
63735,0,0.017,2007
63736,0,0.005,2007
63737,0,0.001,2007
63738,0,0,2007
63739,0,0,2007
63740,0,0,2007
63741,0,0.002,2007
63742,0,0.008,2007
63743,0,0.016,2007
63744,0,0.021,2007
63745,0,0.027,2007
63746,0.128,0.025,2007
63747,0.293,0.02,2007
63748,0.408,0.016,2007
63749,0.471,0.005,2007
63750,0.51,0.002,2007
63751,0.522,0,2007
63752,0.503,0,2007
63753,0.472,0,2007
63754,0.375,0,2007
63755,0.253,0,2007
63756,0.13,0.001,2007
63757,0.032,0.006,2007
63758,0,0.022,2007
63759,0,0.03,2007
63760,0,0.022,2007
63761,0,0.01,2007
63762,0,0.005,2007
63763,0,0.003,2007
63764,0,0.005,2007
63765,0,0.011,2007
63766,0,0.025,2007
63767,0,0.045,2007
63768,0,0.057,2007
63769,0,0.058,2007
63770,0.096,0.036,2007
63771,0.246,0.022,2007
63772,0.323,0.01,2007
63773,0.345,0.008,2007
63774,0.368,0.021,2007
63775,0.384,0.041,2007
63776,0.386,0.051,2007
63777,0.365,0.052,2007
63778,0.32,0.04,2007
63779,0.237,0.027,2007
63780,0.122,0.023,2007
63781,0.023,0.026,2007
63782,0,0.049,2007
63783,0,0.071,2007
63784,0,0.066,2007
63785,0,0.041,2007
63786,0,0.016,2007
63787,0,0.003,2007
63788,0,0,2007
63789,0,0,2007
63790,0,0.002,2007
63791,0,0.005,2007
63792,0,0.01,2007
63793,0,0.017,2007
63794,0.1,0.016,2007
63795,0.285,0.01,2007
63796,0.416,0.017,2007
63797,0.512,0.039,2007
63798,0.561,0.063,2007
63799,0.566,0.079,2007
63800,0.577,0.081,2007
63801,0.574,0.08,2007
63802,0.566,0.073,2007
63803,0.504,0.066,2007
63804,0.278,0.063,2007
63805,0.098,0.083,2007
63806,0,0.122,2007
63807,0,0.101,2007
63808,0,0.056,2007
63809,0,0.018,2007
63810,0,0.001,2007
63811,0,0,2007
63812,0,0,2007
63813,0,0.001,2007
63814,0,0.003,2007
63815,0,0.007,2007
63816,0,0.022,2007
63817,0,0.032,2007
63818,0.091,0.023,2007
63819,0.257,0.022,2007
63820,0.387,0.03,2007
63821,0.461,0.042,2007
63822,0.514,0.057,2007
63823,0.549,0.061,2007
63824,0.563,0.055,2007
63825,0.565,0.044,2007
63826,0.549,0.033,2007
63827,0.474,0.028,2007
63828,0.258,0.036,2007
63829,0.085,0.059,2007
63830,0,0.096,2007
63831,0,0.096,2007
63832,0,0.072,2007
63833,0,0.042,2007
63834,0,0.015,2007
63835,0,0.002,2007
63836,0,0,2007
63837,0,0,2007
63838,0,0,2007
63839,0,0.003,2007
63840,0,0.005,2007
63841,0.002,0.006,2007
63842,0.211,0.004,2007
63843,0.456,0.004,2007
63844,0.57,0.01,2007
63845,0.617,0.018,2007
63846,0.626,0.027,2007
63847,0.626,0.036,2007
63848,0.628,0.041,2007
63849,0.633,0.039,2007
63850,0.622,0.032,2007
63851,0.584,0.024,2007
63852,0.428,0.027,2007
63853,0.151,0.069,2007
63854,0,0.162,2007
63855,0,0.174,2007
63856,0,0.13,2007
63857,0,0.073,2007
63858,0,0.033,2007
63859,0,0.013,2007
63860,0,0.007,2007
63861,0,0.005,2007
63862,0,0.007,2007
63863,0,0.013,2007
63864,0,0.019,2007
63865,0.002,0.025,2007
63866,0.255,0.017,2007
63867,0.528,0.005,2007
63868,0.607,0.001,2007
63869,0.634,0,2007
63870,0.634,0,2007
63871,0.618,0,2007
63872,0.619,0,2007
63873,0.623,0,2007
63874,0.61,0.006,2007
63875,0.536,0.025,2007
63876,0.332,0.072,2007
63877,0.065,0.15,2007
63878,0,0.257,2007
63879,0,0.254,2007
63880,0,0.199,2007
63881,0,0.172,2007
63882,0,0.147,2007
63883,0,0.127,2007
63884,0,0.113,2007
63885,0,0.106,2007
63886,0,0.107,2007
63887,0,0.1,2007
63888,0,0.093,2007
63889,0.002,0.086,2007
63890,0.25,0.054,2007
63891,0.489,0.075,2007
63892,0.583,0.053,2007
63893,0.607,0.019,2007
63894,0.613,0.01,2007
63895,0.604,0.013,2007
63896,0.602,0.02,2007
63897,0.605,0.025,2007
63898,0.6,0.032,2007
63899,0.547,0.035,2007
63900,0.341,0.042,2007
63901,0.068,0.067,2007
63902,0,0.098,2007
63903,0,0.11,2007
63904,0,0.098,2007
63905,0,0.081,2007
63906,0,0.076,2007
63907,0,0.063,2007
63908,0,0.058,2007
63909,0,0.055,2007
63910,0,0.049,2007
63911,0,0.04,2007
63912,0,0.031,2007
63913,0.003,0.023,2007
63914,0.258,0.012,2007
63915,0.488,0.006,2007
63916,0.573,0,2007
63917,0.6,0,2007
63918,0.604,0.001,2007
63919,0.594,0.003,2007
63920,0.597,0.005,2007
63921,0.584,0.007,2007
63922,0.579,0.009,2007
63923,0.518,0.016,2007
63924,0.347,0.037,2007
63925,0.089,0.08,2007
63926,0,0.128,2007
63927,0,0.134,2007
63928,0,0.109,2007
63929,0,0.067,2007
63930,0,0.05,2007
63931,0,0.045,2007
63932,0,0.044,2007
63933,0,0.044,2007
63934,0,0.045,2007
63935,0,0.043,2007
63936,0,0.04,2007
63937,0.002,0.037,2007
63938,0.241,0.025,2007
63939,0.466,0.019,2007
63940,0.566,0.002,2007
63941,0.596,0,2007
63942,0.597,0,2007
63943,0.587,0.002,2007
63944,0.58,0.006,2007
63945,0.577,0.011,2007
63946,0.556,0.018,2007
63947,0.468,0.032,2007
63948,0.256,0.062,2007
63949,0.083,0.111,2007
63950,0,0.158,2007
63951,0,0.158,2007
63952,0,0.139,2007
63953,0,0.104,2007
63954,0,0.083,2007
63955,0,0.078,2007
63956,0,0.075,2007
63957,0,0.07,2007
63958,0,0.065,2007
63959,0,0.061,2007
63960,0,0.058,2007
63961,0.003,0.056,2007
63962,0.249,0.045,2007
63963,0.457,0.054,2007
63964,0.532,0.016,2007
63965,0.576,0.001,2007
63966,0.59,0,2007
63967,0.58,0.001,2007
63968,0.578,0.003,2007
63969,0.569,0.005,2007
63970,0.517,0.008,2007
63971,0.416,0.016,2007
63972,0.213,0.041,2007
63973,0.065,0.088,2007
63974,0,0.128,2007
63975,0,0.134,2007
63976,0,0.12,2007
63977,0,0.098,2007
63978,0,0.101,2007
63979,0,0.099,2007
63980,0,0.085,2007
63981,0,0.069,2007
63982,0,0.062,2007
63983,0,0.071,2007
63984,0,0.08,2007
63985,0,0.085,2007
63986,0.056,0.062,2007
63987,0.155,0.066,2007
63988,0.258,0.073,2007
63989,0.339,0.048,2007
63990,0.399,0.021,2007
63991,0.396,0.011,2007
63992,0.361,0.009,2007
63993,0.306,0.011,2007
63994,0.234,0.016,2007
63995,0.157,0.019,2007
63996,0.083,0.03,2007
63997,0.019,0.071,2007
63998,0,0.128,2007
63999,0,0.145,2007
64000,0,0.129,2007
64001,0,0.113,2007
64002,0,0.104,2007
64003,0,0.106,2007
64004,0,0.108,2007
64005,0,0.114,2007
64006,0,0.114,2007
64007,0,0.117,2007
64008,0,0.123,2007
64009,0,0.119,2007
64010,0.036,0.092,2007
64011,0.118,0.106,2007
64012,0.215,0.132,2007
64013,0.312,0.099,2007
64014,0.384,0.069,2007
64015,0.419,0.045,2007
64016,0.418,0.026,2007
64017,0.416,0.024,2007
64018,0.382,0.029,2007
64019,0.303,0.038,2007
64020,0.176,0.058,2007
64021,0.028,0.103,2007
64022,0,0.153,2007
64023,0,0.164,2007
64024,0,0.161,2007
64025,0,0.163,2007
64026,0,0.167,2007
64027,0,0.182,2007
64028,0,0.203,2007
64029,0,0.233,2007
64030,0,0.264,2007
64031,0,0.287,2007
64032,0,0.276,2007
64033,0,0.232,2007
64034,0.063,0.158,2007
64035,0.18,0.228,2007
64036,0.288,0.211,2007
64037,0.36,0.188,2007
64038,0.402,0.205,2007
64039,0.43,0.208,2007
64040,0.379,0.196,2007
64041,0.308,0.181,2007
64042,0.237,0.17,2007
64043,0.169,0.141,2007
64044,0.088,0.106,2007
64045,0.018,0.085,2007
64046,0,0.111,2007
64047,0,0.149,2007
64048,0,0.148,2007
64049,0,0.129,2007
64050,0,0.12,2007
64051,0,0.104,2007
64052,0,0.093,2007
64053,0,0.081,2007
64054,0,0.069,2007
64055,0,0.062,2007
64056,0,0.059,2007
64057,0.004,0.062,2007
64058,0.243,0.04,2007
64059,0.456,0.017,2007
64060,0.54,0.001,2007
64061,0.568,0.001,2007
64062,0.574,0.009,2007
64063,0.569,0.026,2007
64064,0.573,0.044,2007
64065,0.576,0.065,2007
64066,0.562,0.086,2007
64067,0.507,0.108,2007
64068,0.363,0.137,2007
64069,0.127,0.158,2007
64070,0,0.169,2007
64071,0,0.122,2007
64072,0,0.065,2007
64073,0,0.036,2007
64074,0,0.022,2007
64075,0,0.02,2007
64076,0,0.026,2007
64077,0,0.035,2007
64078,0,0.043,2007
64079,0,0.042,2007
64080,0,0.043,2007
64081,0,0.039,2007
64082,0.092,0.023,2007
64083,0.208,0.026,2007
64084,0.274,0.017,2007
64085,0.369,0.009,2007
64086,0.434,0.007,2007
64087,0.461,0.016,2007
64088,0.446,0.031,2007
64089,0.394,0.054,2007
64090,0.305,0.069,2007
64091,0.206,0.078,2007
64092,0.099,0.094,2007
64093,0.019,0.109,2007
64094,0,0.121,2007
64095,0,0.117,2007
64096,0,0.119,2007
64097,0,0.089,2007
64098,0,0.048,2007
64099,0,0.036,2007
64100,0,0.04,2007
64101,0,0.038,2007
64102,0,0.038,2007
64103,0,0.036,2007
64104,0,0.031,2007
64105,0,0.029,2007
64106,0.034,0.019,2007
64107,0.1,0.013,2007
64108,0.153,0.003,2007
64109,0.23,0,2007
64110,0.281,0,2007
64111,0.313,0,2007
64112,0.282,0.001,2007
64113,0.249,0.003,2007
64114,0.179,0.008,2007
64115,0.112,0.01,2007
64116,0.051,0.011,2007
64117,0.009,0.008,2007
64118,0,0.01,2007
64119,0,0.01,2007
64120,0,0.008,2007
64121,0,0.008,2007
64122,0,0.009,2007
64123,0,0.015,2007
64124,0,0.026,2007
64125,0,0.035,2007
64126,0,0.039,2007
64127,0,0.035,2007
64128,0,0.032,2007
64129,0,0.031,2007
64130,0.064,0.025,2007
64131,0.171,0.009,2007
64132,0.292,0.001,2007
64133,0.391,0,2007
64134,0.463,0,2007
64135,0.487,0,2007
64136,0.493,0.001,2007
64137,0.472,0.004,2007
64138,0.417,0.007,2007
64139,0.316,0.012,2007
64140,0.18,0.025,2007
64141,0.049,0.068,2007
64142,0,0.116,2007
64143,0,0.099,2007
64144,0,0.072,2007
64145,0,0.06,2007
64146,0,0.052,2007
64147,0,0.055,2007
64148,0,0.064,2007
64149,0,0.071,2007
64150,0,0.069,2007
64151,0,0.06,2007
64152,0,0.058,2007
64153,0,0.052,2007
64154,0.103,0.029,2007
64155,0.257,0.026,2007
64156,0.338,0.014,2007
64157,0.421,0.001,2007
64158,0.469,0,2007
64159,0.494,0,2007
64160,0.475,0.001,2007
64161,0.443,0.017,2007
64162,0.375,0.036,2007
64163,0.256,0.057,2007
64164,0.13,0.082,2007
64165,0.031,0.114,2007
64166,0,0.128,2007
64167,0,0.106,2007
64168,0,0.085,2007
64169,0,0.073,2007
64170,0,0.071,2007
64171,0,0.072,2007
64172,0,0.071,2007
64173,0,0.07,2007
64174,0,0.063,2007
64175,0,0.056,2007
64176,0,0.054,2007
64177,0,0.055,2007
64178,0.081,0.035,2007
64179,0.215,0.041,2007
64180,0.327,0.022,2007
64181,0.41,0.004,2007
64182,0.466,0,2007
64183,0.501,0,2007
64184,0.5,0.006,2007
64185,0.478,0.017,2007
64186,0.423,0.03,2007
64187,0.307,0.046,2007
64188,0.162,0.065,2007
64189,0.038,0.086,2007
64190,0,0.097,2007
64191,0,0.084,2007
64192,0,0.075,2007
64193,0,0.083,2007
64194,0,0.102,2007
64195,0,0.115,2007
64196,0,0.122,2007
64197,0,0.129,2007
64198,0,0.134,2007
64199,0,0.134,2007
64200,0,0.134,2007
64201,0,0.134,2007
64202,0.087,0.091,2007
64203,0.235,0.091,2007
64204,0.335,0.067,2007
64205,0.413,0.035,2007
64206,0.473,0.017,2007
64207,0.5,0.016,2007
64208,0.508,0.026,2007
64209,0.5,0.043,2007
64210,0.471,0.07,2007
64211,0.392,0.111,2007
64212,0.234,0.206,2007
64213,0.066,0.306,2007
64214,0,0.295,2007
64215,0,0.226,2007
64216,0,0.184,2007
64217,0,0.142,2007
64218,0,0.111,2007
64219,0,0.104,2007
64220,0,0.111,2007
64221,0,0.124,2007
64222,0,0.135,2007
64223,0,0.146,2007
64224,0,0.159,2007
64225,0,0.167,2007
64226,0.075,0.122,2007
64227,0.195,0.227,2007
64228,0.312,0.274,2007
64229,0.403,0.265,2007
64230,0.455,0.245,2007
64231,0.474,0.225,2007
64232,0.477,0.228,2007
64233,0.447,0.246,2007
64234,0.392,0.288,2007
64235,0.288,0.342,2007
64236,0.139,0.394,2007
64237,0.031,0.407,2007
64238,0,0.388,2007
64239,0,0.324,2007
64240,0,0.298,2007
64241,0,0.208,2007
64242,0,0.204,2007
64243,0,0.195,2007
64244,0,0.201,2007
64245,0,0.252,2007
64246,0,0.232,2007
64247,0,0.222,2007
64248,0,0.288,2007
64249,0,0.316,2007
64250,0.031,0.262,2007
64251,0.11,0.322,2007
64252,0.197,0.495,2007
64253,0.272,0.578,2007
64254,0.322,0.622,2007
64255,0.343,0.633,2007
64256,0.346,0.63,2007
64257,0.329,0.62,2007
64258,0.285,0.594,2007
64259,0.2,0.538,2007
64260,0.1,0.439,2007
64261,0.019,0.337,2007
64262,0,0.309,2007
64263,0,0.265,2007
64264,0,0.234,2007
64265,0,0.208,2007
64266,0,0.184,2007
64267,0,0.183,2007
64268,0,0.187,2007
64269,0,0.188,2007
64270,0,0.206,2007
64271,0,0.222,2007
64272,0,0.234,2007
64273,0,0.246,2007
64274,0.034,0.215,2007
64275,0.123,0.199,2007
64276,0.217,0.367,2007
64277,0.31,0.314,2007
64278,0.387,0.212,2007
64279,0.393,0.15,2007
64280,0.359,0.128,2007
64281,0.293,0.128,2007
64282,0.214,0.164,2007
64283,0.132,0.238,2007
64284,0.061,0.32,2007
64285,0.011,0.342,2007
64286,0,0.326,2007
64287,0,0.318,2007
64288,0,0.291,2007
64289,0,0.319,2007
64290,0,0.289,2007
64291,0,0.227,2007
64292,0,0.196,2007
64293,0,0.194,2007
64294,0,0.186,2007
64295,0,0.179,2007
64296,0,0.205,2007
64297,0,0.216,2007
64298,0.023,0.149,2007
64299,0.083,0.221,2007
64300,0.156,0.297,2007
64301,0.232,0.265,2007
64302,0.303,0.248,2007
64303,0.331,0.228,2007
64304,0.319,0.193,2007
64305,0.275,0.169,2007
64306,0.211,0.15,2007
64307,0.137,0.145,2007
64308,0.064,0.128,2007
64309,0.01,0.131,2007
64310,0,0.162,2007
64311,0,0.172,2007
64312,0,0.191,2007
64313,0,0.196,2007
64314,0,0.204,2007
64315,0,0.2,2007
64316,0,0.191,2007
64317,0,0.176,2007
64318,0,0.151,2007
64319,0,0.142,2007
64320,0,0.143,2007
64321,0,0.144,2007
64322,0.057,0.115,2007
64323,0.157,0.107,2007
64324,0.228,0.14,2007
64325,0.308,0.105,2007
64326,0.372,0.069,2007
64327,0.411,0.057,2007
64328,0.427,0.055,2007
64329,0.41,0.062,2007
64330,0.368,0.078,2007
64331,0.281,0.096,2007
64332,0.152,0.128,2007
64333,0.038,0.168,2007
64334,0,0.213,2007
64335,0,0.19,2007
64336,0,0.154,2007
64337,0,0.133,2007
64338,0,0.122,2007
64339,0,0.118,2007
64340,0,0.115,2007
64341,0,0.113,2007
64342,0,0.096,2007
64343,0,0.085,2007
64344,0,0.076,2007
64345,0,0.071,2007
64346,0.034,0.053,2007
64347,0.106,0.082,2007
64348,0.204,0.113,2007
64349,0.3,0.106,2007
64350,0.379,0.103,2007
64351,0.401,0.103,2007
64352,0.41,0.104,2007
64353,0.376,0.106,2007
64354,0.318,0.122,2007
64355,0.218,0.15,2007
64356,0.107,0.192,2007
64357,0.024,0.236,2007
64358,0,0.26,2007
64359,0,0.246,2007
64360,0,0.204,2007
64361,0,0.18,2007
64362,0,0.155,2007
64363,0,0.146,2007
64364,0,0.144,2007
64365,0,0.133,2007
64366,0,0.128,2007
64367,0,0.125,2007
64368,0,0.123,2007
64369,0,0.122,2007
64370,0.027,0.086,2007
64371,0.092,0.122,2007
64372,0.164,0.156,2007
64373,0.228,0.141,2007
64374,0.275,0.13,2007
64375,0.299,0.13,2007
64376,0.296,0.149,2007
64377,0.267,0.187,2007
64378,0.219,0.214,2007
64379,0.15,0.218,2007
64380,0.075,0.196,2007
64381,0.017,0.135,2007
64382,0,0.116,2007
64383,0,0.116,2007
64384,0,0.115,2007
64385,0,0.116,2007
64386,0,0.123,2007
64387,0,0.134,2007
64388,0,0.143,2007
64389,0,0.148,2007
64390,0,0.149,2007
64391,0,0.144,2007
64392,0,0.14,2007
64393,0,0.12,2007
64394,0.042,0.071,2007
64395,0.134,0.079,2007
64396,0.227,0.146,2007
64397,0.335,0.211,2007
64398,0.361,0.262,2007
64399,0.369,0.337,2007
64400,0.351,0.406,2007
64401,0.273,0.478,2007
64402,0.204,0.507,2007
64403,0.121,0.486,2007
64404,0.051,0.384,2007
64405,0.007,0.284,2007
64406,0,0.276,2007
64407,0,0.243,2007
64408,0,0.231,2007
64409,0,0.179,2007
64410,0,0.154,2007
64411,0,0.14,2007
64412,0,0.131,2007
64413,0,0.135,2007
64414,0,0.162,2007
64415,0,0.186,2007
64416,0,0.211,2007
64417,0,0.221,2007
64418,0.05,0.18,2007
64419,0.149,0.221,2007
64420,0.254,0.403,2007
64421,0.34,0.487,2007
64422,0.385,0.541,2007
64423,0.412,0.586,2007
64424,0.398,0.637,2007
64425,0.359,0.677,2007
64426,0.275,0.697,2007
64427,0.195,0.688,2007
64428,0.106,0.615,2007
64429,0.027,0.466,2007
64430,0,0.395,2007
64431,0,0.326,2007
64432,0,0.268,2007
64433,0,0.232,2007
64434,0,0.227,2007
64435,0,0.244,2007
64436,0,0.236,2007
64437,0,0.259,2007
64438,0,0.276,2007
64439,0,0.299,2007
64440,0,0.323,2007
64441,0.004,0.324,2007
64442,0.179,0.311,2007
64443,0.377,0.483,2007
64444,0.477,0.634,2007
64445,0.52,0.688,2007
64446,0.534,0.715,2007
64447,0.532,0.735,2007
64448,0.529,0.757,2007
64449,0.524,0.791,2007
64450,0.523,0.813,2007
64451,0.403,0.817,2007
64452,0.266,0.795,2007
64453,0.099,0.697,2007
64454,0,0.606,2007
64455,0,0.571,2007
64456,0,0.454,2007
64457,0,0.376,2007
64458,0,0.325,2007
64459,0,0.325,2007
64460,0,0.339,2007
64461,0,0.339,2007
64462,0,0.314,2007
64463,0,0.345,2007
64464,0,0.32,2007
64465,0.002,0.266,2007
64466,0.107,0.185,2007
64467,0.242,0.41,2007
64468,0.354,0.547,2007
64469,0.411,0.568,2007
64470,0.425,0.584,2007
64471,0.444,0.627,2007
64472,0.45,0.671,2007
64473,0.461,0.704,2007
64474,0.43,0.728,2007
64475,0.388,0.707,2007
64476,0.269,0.648,2007
64477,0.071,0.527,2007
64478,0,0.428,2007
64479,0,0.383,2007
64480,0,0.374,2007
64481,0,0.364,2007
64482,0,0.361,2007
64483,0,0.375,2007
64484,0,0.355,2007
64485,0,0.353,2007
64486,0,0.34,2007
64487,0,0.327,2007
64488,0,0.319,2007
64489,0.003,0.314,2007
64490,0.152,0.237,2007
64491,0.333,0.406,2007
64492,0.436,0.541,2007
64493,0.479,0.52,2007
64494,0.476,0.473,2007
64495,0.471,0.421,2007
64496,0.443,0.39,2007
64497,0.365,0.39,2007
64498,0.276,0.466,2007
64499,0.205,0.552,2007
64500,0.122,0.606,2007
64501,0.041,0.533,2007
64502,0,0.455,2007
64503,0,0.464,2007
64504,0,0.486,2007
64505,0,0.416,2007
64506,0,0.403,2007
64507,0,0.38,2007
64508,0,0.333,2007
64509,0,0.283,2007
64510,0,0.23,2007
64511,0,0.2,2007
64512,0,0.202,2007
64513,0,0.218,2007
64514,0.058,0.211,2007
64515,0.174,0.381,2007
64516,0.303,0.551,2007
64517,0.413,0.608,2007
64518,0.479,0.642,2007
64519,0.506,0.667,2007
64520,0.507,0.679,2007
64521,0.497,0.704,2007
64522,0.46,0.751,2007
64523,0.369,0.786,2007
64524,0.214,0.799,2007
64525,0.071,0.745,2007
64526,0,0.678,2007
64527,0,0.659,2007
64528,0,0.623,2007
64529,0,0.571,2007
64530,0,0.537,2007
64531,0,0.533,2007
64532,0,0.52,2007
64533,0,0.5,2007
64534,0,0.479,2007
64535,0,0.449,2007
64536,0,0.332,2007
64537,0.002,0.274,2007
64538,0.105,0.208,2007
64539,0.256,0.508,2007
64540,0.42,0.575,2007
64541,0.522,0.559,2007
64542,0.537,0.523,2007
64543,0.535,0.491,2007
64544,0.526,0.488,2007
64545,0.489,0.502,2007
64546,0.459,0.551,2007
64547,0.324,0.606,2007
64548,0.179,0.647,2007
64549,0.057,0.625,2007
64550,0,0.533,2007
64551,0,0.505,2007
64552,0,0.455,2007
64553,0,0.466,2007
64554,0,0.505,2007
64555,0,0.509,2007
64556,0,0.483,2007
64557,0,0.481,2007
64558,0,0.476,2007
64559,0,0.493,2007
64560,0,0.381,2007
64561,0.001,0.251,2007
64562,0.079,0.245,2007
64563,0.219,0.304,2007
64564,0.358,0.268,2007
64565,0.452,0.21,2007
64566,0.498,0.178,2007
64567,0.507,0.171,2007
64568,0.51,0.179,2007
64569,0.504,0.194,2007
64570,0.436,0.217,2007
64571,0.351,0.25,2007
64572,0.185,0.288,2007
64573,0.041,0.299,2007
64574,0,0.317,2007
64575,0,0.285,2007
64576,0,0.262,2007
64577,0,0.238,2007
64578,0,0.222,2007
64579,0,0.211,2007
64580,0,0.205,2007
64581,0,0.204,2007
64582,0,0.212,2007
64583,0,0.22,2007
64584,0,0.207,2007
64585,0.01,0.175,2007
64586,0.279,0.122,2007
64587,0.48,0.217,2007
64588,0.553,0.184,2007
64589,0.565,0.146,2007
64590,0.559,0.178,2007
64591,0.547,0.251,2007
64592,0.549,0.324,2007
64593,0.556,0.38,2007
64594,0.555,0.432,2007
64595,0.481,0.5,2007
64596,0.334,0.574,2007
64597,0.101,0.58,2007
64598,0,0.485,2007
64599,0,0.403,2007
64600,0,0.375,2007
64601,0,0.337,2007
64602,0,0.27,2007
64603,0,0.234,2007
64604,0,0.227,2007
64605,0,0.218,2007
64606,0,0.208,2007
64607,0,0.174,2007
64608,0,0.153,2007
64609,0.011,0.128,2007
64610,0.285,0.102,2007
64611,0.492,0.145,2007
64612,0.562,0.117,2007
64613,0.573,0.102,2007
64614,0.563,0.111,2007
64615,0.555,0.14,2007
64616,0.558,0.181,2007
64617,0.569,0.235,2007
64618,0.58,0.3,2007
64619,0.56,0.374,2007
64620,0.469,0.454,2007
64621,0.216,0.476,2007
64622,0,0.377,2007
64623,0,0.294,2007
64624,0,0.227,2007
64625,0,0.18,2007
64626,0,0.144,2007
64627,0,0.118,2007
64628,0,0.102,2007
64629,0,0.094,2007
64630,0,0.092,2007
64631,0,0.1,2007
64632,0,0.11,2007
64633,0.011,0.114,2007
64634,0.266,0.096,2007
64635,0.467,0.183,2007
64636,0.533,0.18,2007
64637,0.545,0.149,2007
64638,0.543,0.122,2007
64639,0.536,0.104,2007
64640,0.537,0.106,2007
64641,0.54,0.127,2007
64642,0.515,0.185,2007
64643,0.439,0.289,2007
64644,0.281,0.438,2007
64645,0.087,0.514,2007
64646,0,0.515,2007
64647,0,0.472,2007
64648,0,0.387,2007
64649,0,0.318,2007
64650,0,0.273,2007
64651,0,0.207,2007
64652,0,0.176,2007
64653,0,0.151,2007
64654,0,0.154,2007
64655,0,0.163,2007
64656,0,0.166,2007
64657,0.008,0.152,2007
64658,0.216,0.14,2007
64659,0.42,0.257,2007
64660,0.497,0.245,2007
64661,0.509,0.197,2007
64662,0.485,0.166,2007
64663,0.489,0.157,2007
64664,0.518,0.177,2007
64665,0.538,0.216,2007
64666,0.539,0.277,2007
64667,0.478,0.37,2007
64668,0.343,0.493,2007
64669,0.12,0.586,2007
64670,0,0.611,2007
64671,0,0.568,2007
64672,0,0.514,2007
64673,0,0.442,2007
64674,0,0.369,2007
64675,0,0.325,2007
64676,0,0.268,2007
64677,0,0.24,2007
64678,0,0.2,2007
64679,0,0.17,2007
64680,0,0.148,2007
64681,0.003,0.142,2007
64682,0.108,0.144,2007
64683,0.234,0.294,2007
64684,0.326,0.28,2007
64685,0.417,0.238,2007
64686,0.471,0.209,2007
64687,0.479,0.206,2007
64688,0.471,0.232,2007
64689,0.451,0.276,2007
64690,0.383,0.333,2007
64691,0.271,0.387,2007
64692,0.145,0.465,2007
64693,0.034,0.505,2007
64694,0,0.483,2007
64695,0,0.41,2007
64696,0,0.362,2007
64697,0,0.268,2007
64698,0,0.206,2007
64699,0,0.18,2007
64700,0,0.171,2007
64701,0,0.174,2007
64702,0,0.163,2007
64703,0,0.149,2007
64704,0,0.135,2007
64705,0,0.114,2007
64706,0.059,0.095,2007
64707,0.172,0.16,2007
64708,0.304,0.159,2007
64709,0.424,0.12,2007
64710,0.465,0.089,2007
64711,0.474,0.075,2007
64712,0.465,0.073,2007
64713,0.421,0.079,2007
64714,0.35,0.096,2007
64715,0.244,0.116,2007
64716,0.118,0.144,2007
64717,0.028,0.179,2007
64718,0,0.227,2007
64719,0,0.194,2007
64720,0,0.153,2007
64721,0,0.126,2007
64722,0,0.107,2007
64723,0,0.102,2007
64724,0,0.104,2007
64725,0,0.108,2007
64726,0,0.117,2007
64727,0,0.114,2007
64728,0,0.096,2007
64729,0.001,0.075,2007
64730,0.084,0.041,2007
64731,0.193,0.062,2007
64732,0.285,0.043,2007
64733,0.352,0.023,2007
64734,0.39,0.016,2007
64735,0.396,0.017,2007
64736,0.381,0.026,2007
64737,0.334,0.039,2007
64738,0.229,0.049,2007
64739,0.132,0.057,2007
64740,0.053,0.062,2007
64741,0.009,0.074,2007
64742,0,0.087,2007
64743,0,0.081,2007
64744,0,0.079,2007
64745,0,0.082,2007
64746,0,0.081,2007
64747,0,0.093,2007
64748,0,0.088,2007
64749,0,0.077,2007
64750,0,0.067,2007
64751,0,0.057,2007
64752,0,0.054,2007
64753,0,0.064,2007
64754,0.029,0.062,2007
64755,0.088,0.14,2007
64756,0.157,0.198,2007
64757,0.228,0.161,2007
64758,0.285,0.104,2007
64759,0.313,0.072,2007
64760,0.316,0.07,2007
64761,0.284,0.093,2007
64762,0.223,0.125,2007
64763,0.147,0.156,2007
64764,0.076,0.187,2007
64765,0.017,0.192,2007
64766,0,0.215,2007
64767,0,0.188,2007
64768,0,0.146,2007
64769,0,0.117,2007
64770,0,0.101,2007
64771,0,0.083,2007
64772,0,0.069,2007
64773,0,0.063,2007
64774,0,0.059,2007
64775,0,0.058,2007
64776,0,0.061,2007
64777,0,0.063,2007
64778,0.029,0.041,2007
64779,0.095,0.06,2007
64780,0.156,0.062,2007
64781,0.199,0.061,2007
64782,0.234,0.061,2007
64783,0.248,0.063,2007
64784,0.242,0.067,2007
64785,0.221,0.074,2007
64786,0.181,0.071,2007
64787,0.119,0.07,2007
64788,0.055,0.08,2007
64789,0.009,0.096,2007
64790,0,0.159,2007
