t,solar,wind,year
36874,0.5,0.319,2004
36875,0.354,0.367,2004
36876,0.183,0.351,2004
36877,0.042,0.263,2004
36878,0,0.208,2004
36879,0,0.14,2004
36880,0,0.08,2004
36881,0,0.039,2004
36882,0,0.026,2004
36883,0,0.032,2004
36884,0,0.041,2004
36885,0,0.046,2004
36886,0,0.047,2004
36887,0,0.042,2004
36888,0,0.036,2004
36889,0,0.032,2004
36890,0.343,0.022,2004
36891,0.601,0.003,2004
36892,0.691,0.003,2004
36893,0.709,0.02,2004
36894,0.702,0.056,2004
36895,0.685,0.101,2004
36896,0.677,0.143,2004
36897,0.67,0.174,2004
36898,0.657,0.194,2004
36899,0.597,0.207,2004
36900,0.434,0.234,2004
36901,0.121,0.311,2004
36902,0,0.303,2004
36903,0,0.17,2004
36904,0,0.082,2004
36905,0,0.042,2004
36906,0,0.039,2004
36907,0,0.058,2004
36908,0,0.083,2004
36909,0,0.098,2004
36910,0,0.099,2004
36911,0,0.087,2004
36912,0,0.069,2004
36913,0,0.053,2004
36914,0.273,0.035,2004
36915,0.537,0.013,2004
36916,0.648,0.001,2004
36917,0.686,0.004,2004
36918,0.688,0.011,2004
36919,0.677,0.016,2004
36920,0.67,0.018,2004
36921,0.663,0.017,2004
36922,0.658,0.017,2004
36923,0.602,0.023,2004
36924,0.444,0.044,2004
36925,0.127,0.134,2004
36926,0,0.27,2004
36927,0,0.271,2004
36928,0,0.192,2004
36929,0,0.146,2004
36930,0,0.113,2004
36931,0,0.102,2004
36932,0,0.107,2004
36933,0,0.111,2004
36934,0,0.114,2004
36935,0,0.12,2004
36936,0,0.113,2004
36937,0,0.104,2004
36938,0.295,0.081,2004
36939,0.553,0.089,2004
36940,0.654,0.034,2004
36941,0.683,0.004,2004
36942,0.681,0.001,2004
36943,0.662,0.001,2004
36944,0.655,0.001,2004
36945,0.646,0.001,2004
36946,0.625,0,2004
36947,0.551,0,2004
36948,0.364,0.006,2004
36949,0.08,0.059,2004
36950,0,0.133,2004
36951,0,0.138,2004
36952,0,0.103,2004
36953,0,0.091,2004
36954,0,0.114,2004
36955,0,0.095,2004
36956,0,0.083,2004
36957,0,0.071,2004
36958,0,0.063,2004
36959,0,0.058,2004
36960,0,0.052,2004
36961,0,0.048,2004
36962,0.248,0.038,2004
36963,0.515,0.02,2004
36964,0.633,0.003,2004
36965,0.67,0,2004
36966,0.673,0.002,2004
36967,0.667,0.01,2004
36968,0.661,0.03,2004
36969,0.654,0.057,2004
36970,0.638,0.083,2004
36971,0.572,0.103,2004
36972,0.399,0.113,2004
36973,0.101,0.116,2004
36974,0,0.131,2004
36975,0,0.097,2004
36976,0,0.059,2004
36977,0,0.051,2004
36978,0,0.073,2004
36979,0,0.108,2004
36980,0,0.135,2004
36981,0,0.147,2004
36982,0,0.148,2004
36983,0,0.146,2004
36984,0,0.138,2004
36985,0,0.111,2004
36986,0.282,0.113,2004
36987,0.539,0.156,2004
36988,0.643,0.077,2004
36989,0.675,0.026,2004
36990,0.674,0.012,2004
36991,0.653,0.008,2004
36992,0.645,0.006,2004
36993,0.635,0.004,2004
36994,0.62,0.004,2004
36995,0.546,0.006,2004
36996,0.361,0.017,2004
36997,0.081,0.076,2004
36998,0,0.198,2004
36999,0,0.286,2004
37000,0,0.326,2004
37001,0,0.343,2004
37002,0,0.324,2004
37003,0,0.293,2004
37004,0,0.246,2004
37005,0,0.217,2004
37006,0,0.189,2004
37007,0,0.2,2004
37008,0,0.189,2004
37009,0,0.17,2004
37010,0.256,0.143,2004
37011,0.519,0.157,2004
37012,0.629,0.075,2004
37013,0.662,0.026,2004
37014,0.664,0.012,2004
37015,0.64,0.006,2004
37016,0.632,0.004,2004
37017,0.616,0.002,2004
37018,0.593,0.001,2004
37019,0.518,0.005,2004
37020,0.22,0.051,2004
37021,0.017,0.17,2004
37022,0,0.293,2004
37023,0,0.359,2004
37024,0,0.413,2004
37025,0,0.419,2004
37026,0,0.38,2004
37027,0,0.325,2004
37028,0,0.304,2004
37029,0,0.296,2004
37030,0,0.291,2004
37031,0,0.28,2004
37032,0,0.276,2004
37033,0,0.27,2004
37034,0.218,0.283,2004
37035,0.492,0.426,2004
37036,0.615,0.312,2004
37037,0.654,0.199,2004
37038,0.658,0.14,2004
37039,0.633,0.11,2004
37040,0.628,0.111,2004
37041,0.613,0.134,2004
37042,0.59,0.213,2004
37043,0.438,0.374,2004
37044,0.164,0.565,2004
37045,0.041,0.679,2004
37046,0,0.718,2004
37047,0,0.684,2004
37048,0,0.584,2004
37049,0,0.446,2004
37050,0,0.384,2004
37051,0,0.323,2004
37052,0,0.302,2004
37053,0,0.305,2004
37054,0,0.305,2004
37055,0,0.322,2004
37056,0,0.229,2004
37057,0,0.187,2004
37058,0.236,0.148,2004
37059,0.495,0.194,2004
37060,0.611,0.09,2004
37061,0.65,0.029,2004
37062,0.655,0.013,2004
37063,0.623,0.007,2004
37064,0.614,0.005,2004
37065,0.595,0.005,2004
37066,0.496,0.009,2004
37067,0.414,0.023,2004
37068,0.137,0.056,2004
37069,0.019,0.121,2004
37070,0,0.188,2004
37071,0,0.198,2004
37072,0,0.207,2004
37073,0,0.173,2004
37074,0,0.14,2004
37075,0,0.113,2004
37076,0,0.089,2004
37077,0,0.074,2004
37078,0,0.06,2004
37079,0,0.05,2004
37080,0,0.037,2004
37081,0,0.027,2004
37082,0.212,0.016,2004
37083,0.477,0.009,2004
37084,0.605,0.002,2004
37085,0.647,0.002,2004
37086,0.654,0.003,2004
37087,0.632,0.006,2004
37088,0.626,0.008,2004
37089,0.611,0.006,2004
37090,0.561,0.005,2004
37091,0.411,0.016,2004
37092,0.245,0.044,2004
37093,0.047,0.081,2004
37094,0,0.095,2004
37095,0,0.071,2004
37096,0,0.049,2004
37097,0,0.029,2004
37098,0,0.013,2004
37099,0,0.007,2004
37100,0,0.005,2004
37101,0,0.004,2004
37102,0,0.005,2004
37103,0,0.006,2004
37104,0,0.007,2004
37105,0,0.007,2004
37106,0.177,0.006,2004
37107,0.417,0.003,2004
37108,0.569,0,2004
37109,0.611,0,2004
37110,0.62,0,2004
37111,0.627,0,2004
37112,0.624,0.001,2004
37113,0.614,0.007,2004
37114,0.555,0.014,2004
37115,0.466,0.029,2004
37116,0.256,0.05,2004
37117,0.06,0.073,2004
37118,0,0.086,2004
37119,0,0.068,2004
37120,0,0.051,2004
37121,0,0.028,2004
37122,0,0.015,2004
37123,0,0.008,2004
37124,0,0.004,2004
37125,0,0.003,2004
37126,0,0.004,2004
37127,0,0.004,2004
37128,0,0.004,2004
37129,0,0.004,2004
37130,0.224,0.005,2004
37131,0.491,0.001,2004
37132,0.606,0,2004
37133,0.638,0.001,2004
37134,0.64,0.008,2004
37135,0.622,0.024,2004
37136,0.618,0.044,2004
37137,0.608,0.063,2004
37138,0.588,0.077,2004
37139,0.526,0.079,2004
37140,0.361,0.086,2004
37141,0.083,0.11,2004
37142,0,0.144,2004
37143,0,0.14,2004
37144,0,0.12,2004
37145,0,0.084,2004
37146,0,0.07,2004
37147,0,0.056,2004
37148,0,0.045,2004
37149,0,0.043,2004
37150,0,0.044,2004
37151,0,0.043,2004
37152,0,0.041,2004
37153,0,0.041,2004
37154,0.255,0.042,2004
37155,0.503,0.062,2004
37156,0.596,0.046,2004
37157,0.63,0.032,2004
37158,0.627,0.027,2004
37159,0.61,0.027,2004
37160,0.593,0.03,2004
37161,0.56,0.035,2004
37162,0.445,0.053,2004
37163,0.405,0.079,2004
37164,0.269,0.098,2004
37165,0.083,0.107,2004
37166,0,0.119,2004
37167,0,0.105,2004
37168,0,0.08,2004
37169,0,0.065,2004
37170,0,0.052,2004
37171,0,0.048,2004
37172,0,0.046,2004
37173,0,0.04,2004
37174,0,0.035,2004
37175,0,0.035,2004
37176,0,0.036,2004
37177,0,0.036,2004
37178,0.312,0.026,2004
37179,0.525,0.019,2004
37180,0.59,0,2004
37181,0.613,0,2004
37182,0.612,0.001,2004
37183,0.593,0.009,2004
37184,0.579,0.025,2004
37185,0.564,0.045,2004
37186,0.544,0.066,2004
37187,0.471,0.083,2004
37188,0.333,0.095,2004
37189,0.092,0.098,2004
37190,0,0.102,2004
37191,0,0.085,2004
37192,0,0.055,2004
37193,0,0.036,2004
37194,0,0.028,2004
37195,0,0.031,2004
37196,0,0.039,2004
37197,0,0.045,2004
37198,0,0.046,2004
37199,0,0.044,2004
37200,0,0.04,2004
37201,0,0.043,2004
37202,0.046,0.031,2004
37203,0.141,0.019,2004
37204,0.239,0.005,2004
37205,0.31,0.001,2004
37206,0.352,0.001,2004
37207,0.376,0.001,2004
37208,0.349,0.003,2004
37209,0.288,0.007,2004
37210,0.197,0.01,2004
37211,0.114,0.014,2004
37212,0.048,0.02,2004
37213,0.006,0.034,2004
37214,0,0.052,2004
37215,0,0.056,2004
37216,0,0.044,2004
37217,0,0.026,2004
37218,0,0.013,2004
37219,0,0.008,2004
37220,0,0.004,2004
37221,0,0.003,2004
37222,0,0.003,2004
37223,0,0.003,2004
37224,0,0.003,2004
37225,0,0.004,2004
37226,0.039,0.003,2004
37227,0.127,0.002,2004
37228,0.218,0.001,2004
37229,0.316,0.001,2004
37230,0.385,0.001,2004
37231,0.419,0.001,2004
37232,0.419,0,2004
37233,0.381,0,2004
37234,0.309,0,2004
37235,0.223,0.002,2004
37236,0.118,0.01,2004
37237,0.022,0.037,2004
37238,0,0.074,2004
37239,0,0.072,2004
37240,0,0.051,2004
37241,0,0.028,2004
37242,0,0.015,2004
37243,0,0.006,2004
37244,0,0.001,2004
37245,0,0.001,2004
37246,0,0.001,2004
37247,0,0.002,2004
37248,0,0.003,2004
37249,0,0.004,2004
37250,0.057,0.002,2004
37251,0.171,0,2004
37252,0.269,0,2004
37253,0.362,0,2004
37254,0.429,0,2004
37255,0.465,0,2004
37256,0.466,0,2004
37257,0.408,0.001,2004
37258,0.324,0.005,2004
37259,0.234,0.012,2004
37260,0.101,0.027,2004
37261,0.016,0.064,2004
37262,0,0.101,2004
37263,0,0.124,2004
37264,0,0.125,2004
37265,0,0.077,2004
37266,0,0.037,2004
37267,0,0.016,2004
37268,0,0.008,2004
37269,0,0.006,2004
37270,0,0.005,2004
37271,0,0.005,2004
37272,0,0.009,2004
37273,0,0.01,2004
37274,0.025,0.005,2004
37275,0.077,0.008,2004
37276,0.136,0.007,2004
37277,0.213,0.008,2004
37278,0.267,0.003,2004
37279,0.289,0,2004
37280,0.338,0,2004
37281,0.322,0,2004
37282,0.272,0,2004
37283,0.185,0,2004
37284,0.092,0,2004
37285,0.016,0.005,2004
37286,0,0.015,2004
37287,0,0.016,2004
37288,0,0.01,2004
37289,0,0.005,2004
37290,0,0.002,2004
37291,0,0.001,2004
37292,0,0.002,2004
37293,0,0.003,2004
37294,0,0.01,2004
37295,0,0.013,2004
37296,0,0.022,2004
37297,0,0.035,2004
37298,0.024,0.036,2004
37299,0.081,0.034,2004
37300,0.145,0.046,2004
37301,0.199,0.043,2004
37302,0.253,0.044,2004
37303,0.303,0.034,2004
37304,0.308,0.013,2004
37305,0.282,0.02,2004
37306,0.25,0.098,2004
37307,0.179,0.237,2004
37308,0.105,0.308,2004
37309,0.018,0.188,2004
37310,0,0.123,2004
37311,0,0.097,2004
37312,0,0.086,2004
37313,0,0.09,2004
37314,0,0.08,2004
37315,0,0.039,2004
37316,0,0.016,2004
37317,0,0.012,2004
37318,0,0.009,2004
37319,0,0.006,2004
37320,0,0.011,2004
37321,0,0.022,2004
37322,0.037,0.028,2004
37323,0.147,0.009,2004
37324,0.286,0.003,2004
37325,0.322,0.001,2004
37326,0.36,0.001,2004
37327,0.398,0.002,2004
37328,0.422,0.003,2004
37329,0.397,0.005,2004
37330,0.318,0.008,2004
37331,0.229,0.011,2004
37332,0.12,0.012,2004
37333,0.023,0.018,2004
37334,0,0.03,2004
37335,0,0.035,2004
37336,0,0.018,2004
37337,0,0.005,2004
37338,0,0.003,2004
37339,0,0.008,2004
37340,0,0.022,2004
37341,0,0.026,2004
37342,0,0.029,2004
37343,0,0.026,2004
37344,0,0.014,2004
37345,0,0.008,2004
37346,0.147,0.004,2004
37347,0.265,0,2004
37348,0.316,0,2004
37349,0.401,0.001,2004
37350,0.486,0.001,2004
37351,0.545,0.002,2004
37352,0.549,0.003,2004
37353,0.526,0.004,2004
37354,0.443,0.005,2004
37355,0.327,0.006,2004
37356,0.138,0.014,2004
37357,0.024,0.047,2004
37358,0,0.093,2004
37359,0,0.086,2004
37360,0,0.057,2004
37361,0,0.039,2004
37362,0,0.031,2004
37363,0,0.03,2004
37364,0,0.032,2004
37365,0,0.033,2004
37366,0,0.035,2004
37367,0,0.035,2004
37368,0,0.034,2004
37369,0,0.032,2004
37370,0.082,0.02,2004
37371,0.239,0.013,2004
37372,0.348,0.004,2004
37373,0.411,0,2004
37374,0.46,0,2004
37375,0.457,0,2004
37376,0.422,0.001,2004
37377,0.348,0.006,2004
37378,0.262,0.013,2004
37379,0.153,0.025,2004
37380,0.062,0.047,2004
37381,0.01,0.083,2004
37382,0,0.113,2004
37383,0,0.114,2004
37384,0,0.109,2004
37385,0,0.113,2004
37386,0,0.115,2004
37387,0,0.116,2004
37388,0,0.115,2004
37389,0,0.113,2004
37390,0,0.104,2004
37391,0,0.094,2004
37392,0,0.075,2004
37393,0,0.067,2004
37394,0.084,0.045,2004
37395,0.202,0.058,2004
37396,0.298,0.055,2004
37397,0.39,0.02,2004
37398,0.443,0.003,2004
37399,0.471,0,2004
37400,0.46,0,2004
37401,0.447,0,2004
37402,0.39,0.002,2004
37403,0.297,0.006,2004
37404,0.161,0.013,2004
37405,0.029,0.033,2004
37406,0,0.066,2004
37407,0,0.085,2004
37408,0,0.08,2004
37409,0,0.066,2004
37410,0,0.056,2004
37411,0,0.054,2004
37412,0,0.056,2004
37413,0,0.062,2004
37414,0,0.059,2004
37415,0,0.051,2004
37416,0,0.044,2004
37417,0,0.04,2004
37418,0.057,0.027,2004
37419,0.175,0.01,2004
37420,0.292,0.001,2004
37421,0.375,0.003,2004
37422,0.435,0.01,2004
37423,0.461,0.018,2004
37424,0.456,0.026,2004
37425,0.414,0.038,2004
37426,0.337,0.058,2004
37427,0.225,0.097,2004
37428,0.1,0.152,2004
37429,0.018,0.221,2004
37430,0,0.252,2004
37431,0,0.146,2004
37432,0,0.071,2004
37433,0,0.029,2004
37434,0,0.008,2004
37435,0,0.001,2004
37436,0,0,2004
37437,0,0,2004
37438,0,0,2004
37439,0,0,2004
37440,0,0.001,2004
37441,0.001,0.003,2004
37442,0.182,0.002,2004
37443,0.425,0.002,2004
37444,0.52,0.009,2004
37445,0.555,0.017,2004
37446,0.58,0.032,2004
37447,0.575,0.05,2004
37448,0.562,0.067,2004
37449,0.528,0.081,2004
37450,0.487,0.103,2004
37451,0.402,0.129,2004
37452,0.257,0.144,2004
37453,0.079,0.139,2004
37454,0,0.123,2004
37455,0,0.086,2004
37456,0,0.055,2004
37457,0,0.04,2004
37458,0,0.034,2004
37459,0,0.034,2004
37460,0,0.036,2004
37461,0,0.04,2004
37462,0,0.042,2004
37463,0,0.043,2004
37464,0,0.039,2004
37465,0,0.03,2004
37466,0.039,0.013,2004
37467,0.124,0.011,2004
37468,0.236,0.001,2004
37469,0.319,0,2004
37470,0.36,0.006,2004
37471,0.359,0.03,2004
37472,0.338,0.059,2004
37473,0.297,0.086,2004
37474,0.231,0.096,2004
37475,0.166,0.098,2004
37476,0.083,0.095,2004
37477,0.015,0.094,2004
37478,0,0.087,2004
37479,0,0.066,2004
37480,0,0.054,2004
37481,0,0.04,2004
37482,0,0.029,2004
37483,0,0.023,2004
37484,0,0.022,2004
37485,0,0.02,2004
37486,0,0.018,2004
37487,0,0.019,2004
37488,0,0.022,2004
37489,0,0.029,2004
37490,0.036,0.022,2004
37491,0.118,0.018,2004
37492,0.213,0.013,2004
37493,0.293,0.01,2004
37494,0.344,0.015,2004
37495,0.373,0.026,2004
37496,0.358,0.047,2004
37497,0.305,0.079,2004
37498,0.221,0.117,2004
37499,0.144,0.151,2004
37500,0.065,0.141,2004
37501,0.009,0.114,2004
37502,0,0.134,2004
37503,0,0.131,2004
37504,0,0.11,2004
37505,0,0.16,2004
37506,0,0.173,2004
37507,0,0.166,2004
37508,0,0.168,2004
37509,0,0.169,2004
37510,0,0.161,2004
37511,0,0.185,2004
37512,0,0.178,2004
37513,0,0.152,2004
37514,0.122,0.108,2004
37515,0.293,0.14,2004
37516,0.435,0.135,2004
37517,0.522,0.073,2004
37518,0.558,0.028,2004
37519,0.561,0.009,2004
37520,0.567,0.004,2004
37521,0.571,0.007,2004
37522,0.559,0.018,2004
37523,0.515,0.039,2004
37524,0.38,0.099,2004
37525,0.139,0.257,2004
37526,0,0.37,2004
37527,0,0.292,2004
37528,0,0.217,2004
37529,0,0.164,2004
37530,0,0.125,2004
37531,0,0.113,2004
37532,0,0.115,2004
37533,0,0.118,2004
37534,0,0.116,2004
37535,0,0.115,2004
37536,0,0.107,2004
37537,0.004,0.097,2004
37538,0.304,0.065,2004
37539,0.527,0.076,2004
37540,0.601,0.037,2004
37541,0.627,0.013,2004
37542,0.627,0.008,2004
37543,0.618,0.01,2004
37544,0.619,0.014,2004
37545,0.624,0.023,2004
37546,0.627,0.03,2004
37547,0.59,0.04,2004
37548,0.463,0.099,2004
37549,0.18,0.23,2004
37550,0,0.321,2004
37551,0,0.279,2004
37552,0,0.224,2004
37553,0,0.224,2004
37554,0,0.186,2004
37555,0,0.15,2004
37556,0,0.131,2004
37557,0,0.113,2004
37558,0,0.099,2004
37559,0,0.099,2004
37560,0,0.101,2004
37561,0,0.098,2004
37562,0.078,0.074,2004
37563,0.23,0.128,2004
37564,0.353,0.134,2004
37565,0.42,0.11,2004
37566,0.436,0.088,2004
37567,0.45,0.077,2004
37568,0.45,0.075,2004
37569,0.429,0.079,2004
37570,0.369,0.082,2004
37571,0.291,0.086,2004
37572,0.177,0.117,2004
37573,0.053,0.195,2004
37574,0,0.304,2004
37575,0,0.279,2004
37576,0,0.237,2004
37577,0,0.215,2004
37578,0,0.188,2004
37579,0,0.161,2004
37580,0,0.14,2004
37581,0,0.13,2004
37582,0,0.12,2004
37583,0,0.111,2004
37584,0,0.102,2004
37585,0,0.097,2004
37586,0.079,0.067,2004
37587,0.23,0.101,2004
37588,0.376,0.091,2004
37589,0.504,0.039,2004
37590,0.576,0.023,2004
37591,0.591,0.021,2004
37592,0.597,0.032,2004
37593,0.607,0.051,2004
37594,0.595,0.075,2004
37595,0.512,0.105,2004
37596,0.367,0.161,2004
37597,0.12,0.288,2004
37598,0,0.419,2004
37599,0,0.348,2004
37600,0,0.324,2004
37601,0,0.261,2004
37602,0,0.221,2004
37603,0,0.194,2004
37604,0,0.185,2004
37605,0,0.195,2004
37606,0,0.194,2004
37607,0,0.192,2004
37608,0,0.194,2004
37609,0.002,0.197,2004
37610,0.213,0.148,2004
37611,0.448,0.223,2004
37612,0.562,0.135,2004
37613,0.601,0.051,2004
37614,0.606,0.018,2004
37615,0.599,0.012,2004
37616,0.596,0.018,2004
37617,0.595,0.035,2004
37618,0.594,0.052,2004
37619,0.56,0.066,2004
37620,0.446,0.087,2004
37621,0.178,0.169,2004
37622,0,0.297,2004
37623,0,0.298,2004
37624,0,0.268,2004
37625,0,0.232,2004
37626,0,0.216,2004
37627,0,0.216,2004
37628,0,0.223,2004
37629,0,0.219,2004
37630,0,0.186,2004
37631,0,0.151,2004
37632,0,0.125,2004
37633,0.004,0.11,2004
37634,0.269,0.076,2004
37635,0.501,0.093,2004
37636,0.589,0.037,2004
37637,0.612,0.008,2004
37638,0.609,0,2004
37639,0.597,0,2004
37640,0.595,0.004,2004
37641,0.596,0.016,2004
37642,0.591,0.032,2004
37643,0.552,0.052,2004
37644,0.426,0.065,2004
37645,0.158,0.087,2004
37646,0,0.097,2004
37647,0,0.077,2004
37648,0,0.058,2004
37649,0,0.057,2004
37650,0,0.067,2004
37651,0,0.076,2004
37652,0,0.076,2004
37653,0,0.073,2004
37654,0,0.053,2004
37655,0,0.037,2004
37656,0,0.022,2004
37657,0.002,0.013,2004
37658,0.178,0.01,2004
37659,0.421,0.003,2004
37660,0.548,0.001,2004
37661,0.598,0.001,2004
37662,0.606,0.001,2004
37663,0.603,0.005,2004
37664,0.607,0.012,2004
37665,0.614,0.021,2004
37666,0.619,0.035,2004
37667,0.59,0.049,2004
37668,0.479,0.065,2004
37669,0.201,0.096,2004
37670,0,0.132,2004
37671,0,0.12,2004
37672,0,0.09,2004
37673,0,0.076,2004
37674,0,0.089,2004
37675,0,0.109,2004
37676,0,0.111,2004
37677,0,0.107,2004
37678,0,0.102,2004
37679,0,0.096,2004
37680,0,0.093,2004
37681,0.004,0.09,2004
37682,0.298,0.087,2004
37683,0.525,0.097,2004
37684,0.589,0.041,2004
37685,0.612,0.009,2004
37686,0.611,0.001,2004
37687,0.6,0,2004
37688,0.601,0,2004
37689,0.604,0,2004
37690,0.612,0,2004
37691,0.578,0.016,2004
37692,0.459,0.037,2004
37693,0.181,0.099,2004
37694,0,0.164,2004
37695,0,0.183,2004
37696,0,0.189,2004
37697,0,0.186,2004
37698,0,0.161,2004
37699,0,0.123,2004
37700,0,0.093,2004
37701,0,0.056,2004
37702,0,0.039,2004
37703,0,0.033,2004
37704,0,0.03,2004
37705,0.001,0.031,2004
37706,0.119,0.03,2004
37707,0.304,0.028,2004
37708,0.432,0.01,2004
37709,0.495,0.004,2004
37710,0.53,0.006,2004
37711,0.542,0.017,2004
37712,0.525,0.038,2004
37713,0.473,0.071,2004
37714,0.391,0.104,2004
37715,0.261,0.157,2004
37716,0.133,0.196,2004
37717,0.032,0.178,2004
37718,0,0.139,2004
37719,0,0.095,2004
37720,0,0.065,2004
37721,0,0.054,2004
37722,0,0.054,2004
37723,0,0.057,2004
37724,0,0.06,2004
37725,0,0.058,2004
37726,0,0.051,2004
37727,0,0.043,2004
37728,0,0.035,2004
37729,0.003,0.031,2004
37730,0.246,0.019,2004
37731,0.464,0.021,2004
37732,0.542,0.01,2004
37733,0.576,0.002,2004
37734,0.586,0,2004
37735,0.593,0,2004
37736,0.597,0,2004
37737,0.606,0,2004
37738,0.595,0.001,2004
37739,0.549,0.013,2004
37740,0.401,0.037,2004
37741,0.123,0.121,2004
37742,0,0.218,2004
37743,0,0.209,2004
37744,0,0.162,2004
37745,0,0.124,2004
37746,0,0.104,2004
37747,0,0.077,2004
37748,0,0.067,2004
37749,0,0.06,2004
37750,0,0.051,2004
37751,0,0.045,2004
37752,0,0.039,2004
37753,0,0.034,2004
37754,0.058,0.018,2004
37755,0.169,0.014,2004
37756,0.301,0.003,2004
37757,0.408,0,2004
37758,0.472,0,2004
37759,0.495,0.007,2004
37760,0.488,0.018,2004
37761,0.472,0.03,2004
37762,0.435,0.037,2004
37763,0.357,0.037,2004
37764,0.23,0.045,2004
37765,0.068,0.062,2004
37766,0,0.08,2004
37767,0,0.065,2004
37768,0,0.043,2004
37769,0,0.023,2004
37770,0,0.01,2004
37771,0,0.004,2004
37772,0,0.001,2004
37773,0,0,2004
37774,0,0,2004
37775,0,0.003,2004
37776,0,0.016,2004
37777,0,0.036,2004
37778,0.042,0.032,2004
37779,0.133,0.025,2004
37780,0.253,0.03,2004
37781,0.321,0.043,2004
37782,0.368,0.062,2004
37783,0.396,0.087,2004
37784,0.38,0.11,2004
37785,0.347,0.124,2004
37786,0.274,0.131,2004
37787,0.192,0.123,2004
37788,0.106,0.109,2004
37789,0.026,0.09,2004
37790,0,0.078,2004
37791,0,0.065,2004
37792,0,0.043,2004
37793,0,0.025,2004
37794,0,0.011,2004
37795,0,0.003,2004
37796,0,0,2004
37797,0,0,2004
37798,0,0.001,2004
37799,0,0.005,2004
37800,0,0.018,2004
37801,0.001,0.037,2004
37802,0.13,0.025,2004
37803,0.296,0.013,2004
37804,0.404,0.033,2004
37805,0.428,0.044,2004
37806,0.457,0.047,2004
37807,0.459,0.043,2004
37808,0.452,0.037,2004
37809,0.379,0.034,2004
37810,0.26,0.04,2004
37811,0.175,0.046,2004
37812,0.089,0.048,2004
37813,0.021,0.05,2004
37814,0,0.054,2004
37815,0,0.047,2004
37816,0,0.036,2004
37817,0,0.026,2004
37818,0,0.02,2004
37819,0,0.016,2004
37820,0,0.014,2004
37821,0,0.015,2004
37822,0,0.016,2004
37823,0,0.017,2004
37824,0,0.014,2004
37825,0,0.008,2004
37826,0.065,0.007,2004
37827,0.148,0.014,2004
37828,0.209,0.044,2004
37829,0.262,0.087,2004
37830,0.327,0.078,2004
37831,0.435,0.047,2004
37832,0.469,0.03,2004
37833,0.45,0.026,2004
37834,0.381,0.024,2004
37835,0.272,0.023,2004
37836,0.149,0.024,2004
37837,0.036,0.058,2004
37838,0,0.133,2004
37839,0,0.193,2004
37840,0,0.181,2004
37841,0,0.167,2004
37842,0,0.16,2004
37843,0,0.144,2004
37844,0,0.125,2004
37845,0,0.113,2004
37846,0,0.11,2004
37847,0,0.111,2004
37848,0,0.113,2004
37849,0.002,0.107,2004
37850,0.152,0.067,2004
37851,0.323,0.097,2004
37852,0.427,0.082,2004
37853,0.472,0.036,2004
37854,0.506,0.022,2004
37855,0.507,0.022,2004
37856,0.502,0.026,2004
37857,0.474,0.028,2004
37858,0.443,0.031,2004
37859,0.364,0.042,2004
37860,0.216,0.059,2004
37861,0.068,0.086,2004
37862,0,0.11,2004
37863,0,0.088,2004
37864,0,0.051,2004
37865,0,0.026,2004
37866,0,0.018,2004
37867,0,0.025,2004
37868,0,0.041,2004
37869,0,0.062,2004
37870,0,0.069,2004
37871,0,0.064,2004
37872,0,0.058,2004
37873,0.001,0.048,2004
37874,0.109,0.027,2004
37875,0.29,0.017,2004
37876,0.427,0.007,2004
37877,0.511,0.001,2004
37878,0.55,0.001,2004
37879,0.558,0.001,2004
37880,0.562,0.001,2004
37881,0.558,0.001,2004
37882,0.518,0,2004
37883,0.414,0,2004
37884,0.173,0.013,2004
37885,0.038,0.089,2004
37886,0,0.195,2004
37887,0,0.217,2004
37888,0,0.17,2004
37889,0,0.15,2004
37890,0,0.127,2004
37891,0,0.122,2004
37892,0,0.117,2004
37893,0,0.11,2004
37894,0,0.094,2004
37895,0,0.079,2004
37896,0,0.073,2004
37897,0.003,0.075,2004
37898,0.19,0.054,2004
37899,0.401,0.064,2004
37900,0.488,0.04,2004
37901,0.517,0.009,2004
37902,0.539,0.004,2004
37903,0.531,0.006,2004
37904,0.523,0.006,2004
37905,0.486,0.007,2004
37906,0.369,0.007,2004
37907,0.253,0.01,2004
37908,0.128,0.022,2004
37909,0.035,0.05,2004
37910,0,0.077,2004
37911,0,0.063,2004
37912,0,0.032,2004
37913,0,0.014,2004
37914,0,0.004,2004
37915,0,0.001,2004
37916,0,0,2004
37917,0,0,2004
37918,0,0,2004
37919,0,0,2004
37920,0,0.001,2004
37921,0,0.001,2004
37922,0.057,0.001,2004
37923,0.182,0,2004
37924,0.299,0,2004
37925,0.367,0.002,2004
37926,0.41,0.01,2004
37927,0.425,0.019,2004
37928,0.393,0.029,2004
37929,0.358,0.039,2004
37930,0.305,0.039,2004
37931,0.216,0.036,2004
37932,0.102,0.052,2004
37933,0.016,0.067,2004
37934,0,0.08,2004
37935,0,0.063,2004
37936,0,0.039,2004
37937,0,0.02,2004
37938,0,0.015,2004
37939,0,0.02,2004
37940,0,0.027,2004
37941,0,0.02,2004
37942,0,0.014,2004
37943,0,0.009,2004
37944,0,0.006,2004
37945,0,0.002,2004
37946,0.054,0,2004
37947,0.202,0,2004
37948,0.322,0,2004
37949,0.385,0,2004
37950,0.412,0.002,2004
37951,0.433,0.007,2004
37952,0.417,0.015,2004
37953,0.368,0.03,2004
37954,0.3,0.039,2004
37955,0.217,0.037,2004
37956,0.118,0.03,2004
37957,0.028,0.02,2004
